patentID,grantdate,appldate,patent_title,country,firmID
8446917,20130521,20090528,Methods and apparatus for efficiently communicating information using a proxy,US,24800
9041783,20150526,20110121,"Shutter glasses, display apparatus and control method thereof",KR,104604
9152949,20151006,20060517,Methods and apparatus for identifying spam email,US,6066
9041283,20150526,20130827,Light-emitting device package,KR,104604
9621842,20170411,20160420,"Camera system, video processing apparatus, and camera apparatus",JP,9818
10434772,20191008,20180601,Printhead and printing apparatus,JP,2721
10310558,20190604,20170425,Apparatus and method for computing node and seat connection for conductive fabric,US,6008
9558121,20170131,20121228,Two-level cache locking mechanism,US,6008
9157991,20151013,20140716,Mechanism for proximity detection based on Wi-Fi signals,US,6008
9537675,20170103,20091103,Method and apparatus for transmitting and receiving personal broadcasting data based on peer-to-peer communication,KR,104604
9270400,20160223,20141027,Determining proximity of user equipment for device-to-device communication,US,6008
9064824,20150623,20131112,In-situ annealing for extending the lifetime of CMOS products,US,6066
9753862,20170905,20161025,Hybrid replacement policy in a multilevel cache memory hierarchy,US,6066
9243835,20160126,20120813,Refrigerator,KR,104604
9798745,20171024,20140913,"Methods, devices and systems for caching data items",KR,104604
9965219,20180508,20160225,Synchronizing a cursor based on consumer and producer throughputs,US,6066
10361078,20190723,20170727,Method of forming fine patterns of a semiconductor device,KR,104604
9767395,20170919,20151019,Image forming apparatus with copy history and control method for the same,JP,2721
10114593,20181030,20150722,"Information processing apparatus that requires authentication of user, control method therefor, and storage medium",JP,2721
8743297,20140603,20110921,Liquid crystal light adjusting device and imaging apparatus,JP,9818
9652006,20170516,20111221,Power management in a discrete memory portion,US,6008
8861610,20141014,20140113,Method and apparatus for encoding and decoding motion vector by obtaining motion vector predictor candidate using co-located block,KR,104604
9407700,20160802,20140617,Intelligent discovery of network information from multiple information gathering agents,US,6066
9692658,20170627,20140709,"Wireless network monitoring device, method and device in wireless communication system",JP,9818
9736834,20170815,20140922,"Apparatus, method, and system of inter-node communication",US,6008
8830753,20140909,20110729,"NonVolatile memory devices, methods of programming the same, and memory systems including the same",KR,104604
9291946,20160322,20140911,"Developing device having overlapping seal members, and process cartridge",JP,2721
9292560,20160322,20140828,Reducing collisions within a hash table,US,6066
9653040,20170516,20161122,Display driver capable of driving multiple display interfaces,US,6008
8717324,20140506,20130221,Method of interfacing with multi-point display device,JP,2721
9515031,20161206,20111229,Mitigation of far-end crosstalk induced by routing and out-of-plane interconnects,US,6008
9046617,20150602,20111025,Radiation imaging apparatus,JP,2721
8995359,20150331,20100916,Method and apparatus to facilitate support for multi-radio coexistence,US,24800
10455456,20191022,20180202,Method and apparatus for transmitting data in a mobile communication system,KR,104604
9983511,20180529,20161020,Image forming apparatus having reverse developer feeding,JP,2721
10459809,20191029,20170630,Stacked memory chip device with enhanced data protection capability,US,6008
9040842,20150526,20130422,Mechanical adhesion of copper metallization to dielectric with partially cured epoxy fillers,US,6008
8838085,20140916,20120426,Use of proximity sensors for interacting with mobile devices,US,24800
8469724,20130625,20111230,Bus bar for power distribution on a printed circuit board,US,6066
9513588,20161206,20150715,Image forming apparatus for forming an image on a recording material,JP,2721
9529477,20161227,20150223,Touch screen panel using digitally encoded light,US,24800
8624920,20140107,20090109,"Image processing apparatus, printing apparatus, and image processing method",JP,2721
10521410,20191231,20151120,Semantic graph augmentation for domain adaptation,US,6066
9443260,20160913,20061221,"System, method, and computer program product for catalog adaptation",US,6066
8553247,20131008,20041213,"Image processing apparatus, control method, storing medium having computer-readable program therein, and program",JP,2721
9176778,20151103,20130305,Background collective operation management in a parallel computer,US,6066
10373360,20190806,20170302,Systems and methods for content-adaptive image stitching,US,24800
8704769,20140422,20080808,Ambidextrous mouse,US,1690
10032819,20180724,20160113,Image sensors and methods of forming the same,KR,104604
8433302,20130430,20080527,System and method for downloading and activating themes on a wirelesss device,US,24800
9627423,20170418,20150825,Solid-state image pickup apparatus and image pickup system having a clipping circuit arranged close to an N-row signal mixing region,JP,2721
10001954,20180619,20141117,"Information processing apparatus, method for controlling the same, and storage medium to identify a function of a register printing apparatus based on printing apparatus type and to display a print screen based on identified function",JP,2721
8398208,20130319,20090116,Ceramic printed circuit board (PCB) and inkjet printhead assembly using the same,KR,104604
9401902,20160726,20140116,Method for exchanging strong encryption keys between devices using alternate input methods in wireless personal area networks (WPAN),US,6008
10366538,20190730,20151019,Method and device for illustrating a virtual object in a real environment,US,1690
9017591,20150428,20120418,Method for manufacturing seamless belt for electrophotography,JP,2721
8701511,20140422,20110322,Inert gas delivery system for electrical inspection apparatus,US,6066
8867623,20141021,20081023,"Method for turbo transmission of digital broadcasting transport stream, a digital broadcasting transmission and reception system, and a signal processing method thereof",KR,104604
9491769,20161108,20120918,Method and system for implementing mobile relay,KR,104604
8391756,20130305,20100512,Image forming apparatus having plurality of image transfer units with stable image transfers,JP,2721
9922689,20180320,20160401,Memory mapping,US,6008
9787816,20171010,20150730,Method for reproducing contents and an electronic device thereof,KR,104604
8913168,20141216,20130314,Solid-state image sensor and image sensing apparatus,JP,2721
8456515,20130604,20060725,Stereo image and video directional mapping of offset,US,24800
9934882,20180403,20150511,"Amine compound and ionic conductive agent, and electroconductive resin composition",JP,2721
10025619,20180717,20171103,Accounting and enforcing non-process execution by container-based software transmitting data over a network,US,6066
8588795,20131119,20090406,Scheduling apparatus and method in a distributed antenna system,KR,104604
8498589,20130730,20080714,Polar modulator with path delay compensation,US,24800
10416698,20190917,20111219,Proximity control using WiFi connection,KR,104604
8725143,20140513,20090818,Methods and systems for handover in WiMAX networks,US,24800
8606570,20131210,20090623,"Imaging apparatus, method of controlling same and computer program therefor",JP,2721
9966974,20180508,20120112,Apparatus and method for providing compatibility of transmission signal in communication system,KR,104604
9576958,20170221,20160609,Forming a semiconductor structure for reduced negative bias temperature instability,US,6066
8413460,20130409,20100622,Lever for dispenser and refrigerator having the same,KR,104604
9678749,20170613,20141222,Instruction and logic for shift-sum multiplier,US,6008
10236917,20190319,20160915,Providing memory bandwidth compression in chipkill-correct memory architectures,US,24800
9565546,20170207,20150630,Enhanced system acquisition while roaming,US,24800
9495805,20161115,20111220,Three dimensional (3D) display terminal apparatus and operating method thereof,KR,104604
9736398,20170815,20150413,"X-ray detecting method, photographing method using the X-ray detecting method, and X-ray detector using the methods",KR,104604
9992184,20180605,20160204,"Method of using server, server reservation control apparatus and program storage medium",JP,9818
8570397,20131029,20111013,Image pickup device and method of picking up image using the same,KR,104604
10345825,20190709,20170103,Detecting an illumination need,US,6066
8355401,20130115,20110802,Controlling access to a destination in a data processing network,US,6066
10497194,20191203,20171013,Communications system and communications apparatus,JP,9818
10481980,20191119,20180329,Enabling segmented source data introspection within dispersed storage network (DSN) memory,US,6066
9372643,20160621,20130412,Data set management,US,6066
8432237,20130430,20090814,"Output circuit with integrated impedance matching, power combining and filtering for power amplifiers and other circuits",US,24800
9070783,20150630,20080227,Semiconductor device and method of manufacturing the same,JP,9818
8566418,20131022,20060504,Configurable system for using Internet services on CE devices,KR,104604
9684992,20170620,20141203,Visualization of objects along a street,US,6066
10342085,20190702,20170908,Back light device and controlling method thereof,KR,104604
9264230,20160216,20110314,Secure key management,US,6066
9923022,20180320,20160701,Array of optoelectronic structures and fabrication thereof,US,6066
9932195,20180403,20170411,"Sheet conveying apparatus, sheet processing apparatus and image forming apparatus",JP,2721
8493625,20130723,20101115,Determining composite color for dithered object and contone object,JP,2721
8964999,20150224,20110311,Audio reproduction device and audio reproduction method,JP,9818
9525686,20161220,20160516,Captcha challenge incorporating obfuscated characters,US,6066
9684578,20170620,20141030,Embedded universal serial bus (USB) debug (EUD) for multi-interfaced debugging in electronic systems,US,24800
9043929,20150526,20120703,Minimizing sensitive data exposure during preparation of redacted documents,US,6066
9880980,20180130,20070305,Document transformation performance via incremental fragment transformations,US,6066
9131432,20150908,20130205,Method and apparatus for efficient and dynamic system reselection procedure for M2M stationary devices,US,24800
9178051,20151103,20120420,Semiconductor device,KR,104604
8413098,20130402,20090429,"T-connections, methodology for designing T-connections, and compact modeling of T-connections",US,6066
8837905,20140916,20100917,Method and apparatus for providing movement guide in video recording device,KR,104604
8830251,20140909,20100723,Method and system for creating an image,KR,104604
9829836,20171128,20160617,Image forming apparatus with pre-exposure member,JP,2721
10277780,20190430,20180103,"Client device, system, information processing method, and recording medium adapted for changing an authentication mode from an individual authentication mode to a common authentication in a case where a transmission of at least first operation information has failed due to an authentication error",JP,2721
9990197,20180605,20170822,Memory management in secure enclaves,US,6008
10084551,20180925,20170223,Generic network infrastructure for nano-communication,US,6066
10250080,20190402,20160331,"Detector, power transmitter, power receiver, power feed system, and detection method",JP,9818
8937633,20150120,20130313,"Lighting apparatus, control method therefor and backlight apparatus",JP,2721
9118356,20150825,20130315,Data transport in portable electronic devices,US,1690
8364304,20130129,20100714,Methods and apparatus for laser scribing wafers,US,6008
9047172,20150602,20121129,Adaptive power control of memory map storage devices,US,6008
9184218,20151110,20141003,Semiconductor memory device having three-dimensional cross point array,KR,104604
9462946,20161011,20150309,Ophthalmologic apparatus and control method for the same,JP,2721
9373800,20160621,20150116,Organic light emitting element having lithiumâ€”boron complex,JP,2721
8705457,20140422,20080626,Apparatus and method for transmitting control channel for frequency resource allocation in a wireless communication system,KR,104604
9818655,20171114,20151208,Method and structure for flip-chip package reliability monitoring using capacitive sensors groups,US,6066
9282151,20160308,20080911,Flow control in a distributed environment,US,6066
9367280,20160614,20130806,Dual screen visibility with virtual transparency,US,6008
8667431,20140304,20130305,Test coverage of integrated circuits with masking pattern selection,US,6066
8718541,20140506,20071231,Techniques for optimal location and configuration of infrastructure relay nodes in wireless networks,US,6008
10468491,20191105,20180703,Low resistance contact for transistors,US,6066
9298855,20160329,20080611,Optimization-based visual context management,US,6066
8941564,20150127,20130116,Display device,JP,9818
9098521,20150804,20120112,System and method for managing resources and threshsold events of a multicore portable computing device,US,24800
9904716,20180227,20161102,Optimal analytic workflow,US,6066
8698791,20140415,20110531,Display apparatus and driving method for the same,JP,2721
9628947,20170418,20131204,Wearable map and image display,US,6008
9231738,20160105,20110105,Communication method for relay node and next node of the relay node for network coding,KR,104604
8421382,20130416,20120606,Apparatus motor control method,JP,2721
9971517,20180515,20170322,Accelerated non-volatile memory recirculation processing,US,6066
8866228,20141021,20110923,Diode and electrostatic discharge protection circuit including the same,KR,104604
8655696,20140218,20090115,"System for performing schedule management, schedule management method and program",US,6066
10102240,20181016,20141111,Managing event metrics for service management analytics,US,6066
10163053,20181225,20170106,Coded tags encoded using different magnetic materials and systems of detecting coded tags,US,6066
8705650,20140422,20130802,"Wireless communication system, wireless communication apparatus, and wireless communication method",JP,9818
9142036,20150922,20130411,"Methods for segmenting and encoding an image, and corresponding devices",JP,2721
9928100,20180327,20150929,Adjusting virtual machine migration plans based on alert conditions related to future migrations,US,6066
9330088,20160503,20130423,Preventing frustration in online chat communication,US,6066
9165229,20151020,20130913,Print control apparatus and method for printing images on a continuous sheet,JP,2721
9495162,20161115,20111223,Apparatus and method for performing a permute operation,US,6008
10102152,20181016,20160411,Protecting a memory from unauthorized access,US,6066
10210279,20190219,20101028,"Method, apparatus and software for differentiating two or more data sets having common data set identifiers",US,6066
10165002,20181225,20170223,Identifying an imposter account in a social network,US,6066
8713027,20140429,20100108,Methods and systems for managing electronic messages,US,24800
10015298,20180703,20150831,Phone user interface,US,1690
9229244,20160105,20131218,"Image-blur correction device, image-blur correction method, and image capture apparatus",JP,9818
8724647,20140513,20120913,Searchable television commercials,US,6066
8390747,20130305,20120315,Electronic device in which an electronic component is mounted on a main board,KR,104604
9812571,20171107,20150930,Tensile strained high percentage silicon germanium alloy FinFETs,US,6066
10462063,20191029,20170123,Method and apparatus for detecting packet,KR,104604
9113547,20150818,20081024,Same layer microelectronic circuit patterning using hybrid laser projection patterning (LPP) and semi-additive patterning(SAP),US,6008
8947113,20150203,20120507,Methods for modeling tunable radio-frequency elements,US,1690
8488506,20130716,20110628,Oscillator settling time allowance,US,24800
8368329,20130205,20030911,Method and apparatus for improved cooling fans,US,1690
9331712,20160503,20150821,Compressed caching in a virtual memory system,US,24800
9384430,20160705,20150917,"Image processing apparatus, image processing method, and storage medium",JP,2721
10162687,20181225,20121228,Selective migration of workloads between heterogeneous compute elements based on evaluation of migration performance benefit and available energy and thermal budgets,US,6008
9900001,20180220,20150423,RF circuit with switch transistor with body connection,US,24800
9413361,20160809,20150128,Closed loop clock signal generator with multiple reference clocks,US,1690
9928802,20180327,20130207,Display apparatus for displaying additional information on transparent display region,KR,104604
9477378,20161025,20130313,Method and apparatus for providing a user interface,KR,104604
8686796,20140401,20110419,RF power amplifiers with improved efficiency and output power,US,24800
8592268,20131126,20130415,Semiconductor structures using replacement gate and methods of manufacture,US,6066
9659502,20170523,20151218,Drone range extension via host vehicles,US,6066
9041814,20150526,20121114,Automatic tracking camera system,JP,2721
9798782,20171024,20140605,Re-sizing data partitions for ensemble models in a mapreduce framework,US,6066
9360898,20160607,20110421,Method and terminal for providing user interface using tilt sensor and key input,KR,104604
9277085,20160301,20140812,"Information processing apparatus enabling transmission of file containing link information, control method therefor, and storage medium storing control program therefor",JP,2721
9958637,20180501,20140728,Optical device having improved impact resistance,JP,2721
8862999,20141014,20101122,Dynamic de-identification of data,US,6066
8396316,20130312,20100312,Method and apparatus for processing image,KR,104604
9219298,20151222,20130315,Removal of spurious microwave modes via flip-chip crossover,US,6066
9417803,20160816,20120628,Adaptive mapping of logical addresses to memory devices in solid state drives,US,1690
10126766,20181113,20160721,Low dropout voltage (LDO) regulator including a dual loop circuit and an application processor and a user device including the same,KR,104604
9477437,20161025,20150622,Sharing a graphics-processing-unit display port,US,1690
9825410,20171121,20160908,High-speed connector system,US,1690
9306453,20160405,20150130,DC/DC converter and an image forming apparatus to which a power is supplied from the DC/DC converter,JP,2721
9866555,20180109,20151223,Maintaining user authentications with common trusted devices,US,6008
8949328,20150203,20110713,Performing collective operations in a distributed processing system,US,6066
10522781,20191231,20180611,Electroluminescence device and display device,JP,9818
9142730,20150922,20140522,Method of manufacturing semiconductor light emitting device,KR,104604
10304995,20190528,20140306,Flexible electric device and method of manufacturing the same,KR,104604
9505250,20161129,20150512,Image forming system and network management device including an image forming apparatus and an accessory device,JP,2721
8412931,20130402,20071227,Techniques for credential strength analysis via failed intruder access attempts,US,1690
9712302,20170718,20150529,Frame structure design for new carrier type (NCT),US,6008
10462411,20191029,20180423,Techniques for video analytics of captured video content,US,6008
9934863,20180403,20170112,Dynamically adjusting read voltage in a NAND flash memory,US,6066
8913140,20141216,20120829,Rolling shutter reduction based on motion sensors,US,1690
9645516,20170509,20151109,"Electrophotographic photosensitive member, process cartridge and electrophotographic apparatus",JP,2721
8653597,20140218,20130111,Solutions for controlling bulk bias voltage in an extremely thin silicon-on-insulator (ETSOI) integrated circuit chip,US,6066
8750327,20140610,20130809,"Wireless communication system, wireless communication apparatus, wireless communication method, and computer program",JP,9818
9536493,20170103,20140924,Display apparatus and method of controlling display apparatus,KR,104604
9865698,20180109,20160225,Semiconductor device blocking leakage current and method of forming the same,KR,104604
8429193,20130423,20090109,Security control of analysis results,US,6066
10316165,20190611,20170921,Non-halogenated flame retardant hindered amine light stabilizer cross-linkers,US,6066
8401200,20130319,20091119,Electronic device and headset with speaker seal evaluation capabilities,US,1690
9917005,20180313,20170221,Semiconductor structure with airgap,US,6066
8891473,20141118,20121109,Deduplicated data processing congestion control,US,6066
9147403,20150929,20121214,Responding to a call to action contained in an audio signal,US,24800
9697538,20170704,20160919,Product recommendations based on analysis of social experiences,US,6066
8932736,20150113,20110210,Organic compound and organic light-emitting device,JP,2721
9086831,20150721,20140725,Information processing system comprising one or more apparatuses which manage job information of a job,JP,2721
9130952,20150908,20140206,Method and apparatus for searching metadata,US,1690
10042760,20180807,20160603,Scalable cloud storage architecture,US,6066
8990442,20150324,20121120,Configuring signals based on device conditions,US,6008
9607118,20170328,20160419,Evaluating on-chip voltage regulation,US,6066
9384883,20160705,20140114,Nested through glass via transformer,US,24800
9898104,20180220,20161101,"Electronic terminal, input correction method, and program",JP,9818
9934028,20180403,20170109,Tracking changes within javascript object notation,US,6066
9420286,20160816,20130613,Temporal motion vector prediction in HEVC and its extensions,US,24800
9946327,20180417,20150219,Thermal mitigation with power duty cycle,US,24800
8913508,20141216,20100830,Real-time charging system and method for managing QoS and charging rule of service,KR,104604
8693940,20140408,20120329,"Control apparatus, control method for control apparatus, and storage medium",JP,2721
10324865,20190618,20160906,Maintaining ordering requirements while converting protocols in a communications fabric,US,1690
9544571,20170110,20120322,"Image pickup unit, image pickup device, picture processing method, diaphragm control method, and program",JP,9818
8421239,20130416,20100316,Crenulated wiring structure and method for integrated circuit interconnects,US,6066
9906464,20180227,20141204,Optimization of multimedia service over an IMS network,US,6066
8513731,20130820,20091016,Vertical type semiconductor device,KR,104604
9812557,20171107,20160426,Method of manufacturing semiconductor device,KR,104604
8871383,20141028,20120713,Cell,JP,9818
8994741,20150331,20130226,Streaming translation in display pipe,US,1690
10476667,20191112,20180929,"SM4 acceleration processors, methods, systems, and instructions",US,6008
9313753,20160412,20090630,Method and device for controlling hand-over message transmission power in a mobile communications system,KR,104604
10366035,20190730,20170329,Single wire communication board-to-board interconnect,US,6008
9590089,20170307,20111230,Variable gate width for gate all-around transistors,US,6008
8617991,20131231,20120619,Method of manufacturing semiconductor device,KR,104604
10459125,20191029,20170215,"Optical member, method for manufacturing optical member, and optical film of optical member",JP,2721
10061857,20180828,20180226,Detecting and grouping users in electronic communications,US,6066
10136110,20181120,20161013,Low-light image quality enhancement method for image processing device and method of operating image processing system performing the method,KR,104604
8838927,20140916,20110527,"Systems, methods, and physical computer storage media to optimize data placement in multi-tiered storage systems",US,6066
9058890,20150616,20130625,Over-sampling read operation for a flash memory device,KR,104604
9917818,20180313,20140930,Multi-tenant secure separation of data in a cloud-based application,US,6066
9273906,20160301,20120614,Modular pumping unit(s) facilitating cooling of electronic system(s),US,6066
10355743,20190716,20180117,Frequency hopping design for large bandwidth allocations in eMTC,US,24800
10128917,20181113,20150914,Systems and methods for tone plans for wireless communication networks,US,24800
9794956,20171017,20140113,Mobile communication terminal device and method for selecting a virtual carrier for machine-type communications based on measurements of channel conditions,JP,9818
9324180,20160426,20131209,Culling using masked depths,US,6008
9274580,20160301,20120629,Voltage regulator supplying power exclusively to a non-core region of a processor having a supply capability threshold,US,6008
8588002,20131119,20100706,Nonvolatile memory devices and programming methods thereof in which a program inhibit voltage is changed during programming,KR,104604
8630403,20140114,20120309,Controlling hold queue position adjustment,US,6066
9183931,20151110,20140722,Resistive memory device capable of increasing sensing margin by controlling interface states of cell transistors,KR,104604
9953033,20180424,20140912,Wireless content synchronization,US,1690
10216107,20190226,20171228,Toner and method of producing toner,JP,2721
8419433,20130416,20080415,Monitoring recipe preparation using interactive cooking device,US,6066
9544897,20170110,20130415,Peak-to-average power ratio management for multi-carrier modulation in wireless communication systems,US,24800
8940449,20150127,20070201,Fuel cell,JP,2721
9442829,20160913,20160304,Detecting error states when interacting with web applications,US,6066
8702001,20140422,20121017,Apparatus and method for acquiring code image in a portable terminal,KR,104604
8441555,20130514,20120329,"Image capturing apparatus with electronic zoom and recording size setting, and control method and program therefor",JP,2721
9535564,20170103,20140325,Visualization of runtime resource policy attachments and applied policy details,US,6066
10049120,20180814,20150708,Consistency based access of data in a dispersed storage network,US,6066
8912013,20141216,20121219,Magnetic tunnel junction device and fabrication,US,24800
10169260,20190101,20171215,Multiprocessor cache buffer management,US,6066
9495389,20161115,20130315,Client-server based dynamic search,US,24800
8868627,20141021,20100125,"Information processing apparatus, information processing method, and program",JP,9818
8752022,20140610,20110224,Thread-specific event management in a non-stop debugging environment,US,6066
8384076,20130226,20090514,"Transistors, semiconductor devices and methods of manufacturing the same",KR,104604
10345678,20190709,20180730,Sum frequency generator in the microwave domain for quantum communication and computation applications,US,6066
10419538,20190917,20160426,Selecting memory for data access in a dispersed storage network,US,6066
8428167,20130423,20120813,Method of estimating the symbols of a digital signal and receiver for implementing said method,US,1690
9202287,20151201,20130923,Apparatus and method for processing color image using depth image,KR,104604
10425666,20190924,20101112,Method and apparatus for adaptive streaming using segmentation,KR,104604
9268108,20160223,20131223,Lens barrel capable of suppressing variation of attitude of optical element and image pickup apparatus using the same,JP,2721
8426319,20130423,20080528,Composition for etching a metal hard mask material in semiconductor processing,US,6008
9203147,20151201,20121220,Inverse beamformer for inverting the action of existing beamformer in communication system,US,1690
8520119,20130827,20120607,"Imaging apparatus and video camera, and method of reproducing recorded information performed by the imaging apparatus or the video camera",JP,2721
9778660,20171003,20150916,Unmanned aerial vehicle low-power operation,US,24800
8406803,20130326,20100727,Multi-cell communication apparatus and method using rate-splitting scheme and transmission frame,KR,104604
9251794,20160202,20130207,"Signal processing apparatus, signal processing method, program, electronic device, signal processing system and signal processing method thereof",JP,9818
10304802,20190528,20160502,Integrated wafer-level processing system,US,6066
9342415,20160517,20140714,Run-to-completion thread model for software bypass fail open for an inline intrusion protection system,US,6066
10018662,20180710,20160323,Networked electrostatic discharge measurement,US,6066
10219256,20190226,20151230,Control information feedback for eCC on PCell,US,24800
10146680,20181204,20140312,Data processing system and method of operating the same,KR,104604
9548466,20170117,20130620,Method of forming a thin film and an electronic device,KR,104604
9042098,20150526,20121112,Air-cooling and vapor-condensing door assembly,US,6066
9972711,20180515,20150603,Reduced resistance short-channel InGaAs planar MOSFET,US,6066
9473149,20161018,20160108,Temperature-compensated signal generator for supply voltage monitoring,US,24800
10169029,20190101,20170110,Pattern based migration of integration applications,US,6066
9900171,20180220,20140221,"Methods to discover, configure, and leverage relationships in internet of things (IoT) networks",US,24800
9507326,20161129,20150827,System and method for using biometrics to predict and select music preferences,US,6066
8483290,20130709,20100114,Method and system for data management in a video decoder,US,6008
9311388,20160412,20120814,Semantic and contextual searching of knowledge repositories,US,6066
8913600,20141216,20040107,"Wireless communication apparatus, system, and device communicating with another wireless communication apparatus, system, and device in an autonomous distributed network without a designated control station and method thereof",JP,9818
8992031,20150331,20110818,Imaging apparatus,JP,2721
8856453,20141007,20120301,Persistent prefetch data stream settings,US,6066
10003679,20180619,20170630,"Housing, manufacturing method thereof, and electronic device including the housing",KR,104604
9762929,20170912,20131113,"Content adaptive, characteristics compensated prediction for next generation video",US,6008
10229088,20190312,20160421,Application processor and system on chip,KR,104604
8867581,20141021,20130108,Semiconductor laser and method of manufacturing the same,JP,9818
8492274,20130723,20121017,Metal alloy cap integration,US,6066
9851582,20171226,20150817,Zoom lens and image pickup apparatus including the same,JP,2721
9513947,20161206,20141024,Adaptive virtual machine request approver,US,6066
9733548,20170815,20160407,Focal-plane shutter and image capturing apparatus,JP,2721
9256152,20160209,20131010,Image processing apparatus and method having viewing-density priority and color material saving modes,JP,2721
10332212,20190625,20161026,Automation and validation of insurance claims for infrastructure risks and failures in multi-processor computing environments,US,6066
10165163,20181225,20150720,"Image pickup apparatus including mechanism for attaching and detaching transparent cover, image processing method thereof, and storage medium",JP,2721
8626881,20140107,20111216,Distributed mesh network,US,6008
10163192,20181225,20161021,Image encoding apparatus and method of controlling the same,JP,2721
10224419,20190305,20171127,Threshold voltage modulation through channel length adjustment,US,6066
9946771,20180417,20140930,User interface for searching,US,1690
10268366,20190423,20160603,Touch-based interactive learning environment,US,1690
9967649,20180508,20160922,Wireless pairing of earbuds and case,US,1690
8835257,20140916,20111206,Method of fabricating semiconductor device including a recessed channel,KR,104604
10257023,20190409,20160415,Dual server based storage controllers with distributed storage of each server data in different clouds,US,6066
9552187,20170124,20151202,System and method for display mirroring,US,1690
9250888,20160202,20121127,Migration package for updating multiple software products,US,6066
10025020,20180717,20160421,Backlight apparatus and 3D image display apparatus including the same,KR,104604
10440262,20191008,20150113,Electronic device and method for processing image,KR,104604
9794445,20171017,20160714,Image forming apparatus,JP,2721
10380187,20190813,20151030,"System, method, and recording medium for knowledge graph augmentation through schema extension",US,6066
